school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address,status
Yudindin Primary School,AD,Primary,Public,,,9.077238,11.8126828,ADSMWA05,"Yudindin Primary School, AD State, Nigeria",Unknown
Dimaska Primary School,AD,Primary,Public,,,10.113293,12.31727,ADSGMB01,"Dimaska Primary School, AD State, Nigeria",Open
Luggere Deli Primary School,AD,Primary,Public,,,9.039424,12.448919,ADSFUR09,"Luggere Deli Primary School, AD State, Nigeria",Open
Vimtim Primary School,AD,Primary,Public,,,10.347406,13.325017,ADSMUB10,"Vimtim Primary School, AD State, Nigeria",Unknown
Hayatu Iyawa College Nasarawo Madi,AD,Secondary,Public,,,9.27374,12.44063,ADSYLN09,"Hayatu Iyawa College Nasarawo Madi, AD State, Nigeria",Unknown
Wulobulude Primary School,AD,Primary,Public,,,10.258687,13.272009,ADSGYL09,"Wulobulude Primary School, AD State, Nigeria",Unknown
Mayolope Primary School,AD,Primary,Public,,,10.228036,13.174198,ADSHNG09,"Mayolope Primary School, AD State, Nigeria",Unknown
Gogora Jatau Primary School,AD,Primary,Public,,,9.391319,12.438491,ADSGRE01,"Gogora Jatau Primary School, AD State, Nigeria",Unknown
Government Day Secondary School Junior Section Gombi,AD,Secondary,Public,,,10.141784,12.733571,ADSGMB07,"Government Day Secondary School Junior Section Gombi, AD State, Nigeria",Unknown
Wuro Bajam Primary School,AD,Primary,Public,,,10.322764,13.038323,ADSHNG01,"Wuro Bajam Primary School, AD State, Nigeria",Open
Gwal Primary School,AD,Primary,Public,,,9.985413,11.836805,ADSGUY02,"Gwal Primary School, AD State, Nigeria",Unknown
Bwade Primary School,AD,Primary,Public,,,10.06566,13.273627,ADSMAH06,"Bwade Primary School, AD State, Nigeria",Open
Government Junior Secondary School Shuwa,AD,Secondary,Public,,,10.735101,13.401409,ADSMDG05,"Government Junior Secondary School Shuwa, AD State, Nigeria",Open
Government Day Junior Secondary School Dzangola,AD,Secondary,Public,,,10.2980168,12.7729672,ADSGMB08,"Government Day Junior Secondary School Dzangola, AD State, Nigeria",Unknown
Bekaji Primary School,AD,Primary,Public,,,9.261742,12.444409,ADSYLN06,"Bekaji Primary School, AD State, Nigeria",Open
Wuro Barki Nomadic Primary School,AD,Primary,Public,,,9.249883,11.69047,ADSDSA08,"Wuro Barki Nomadic Primary School, AD State, Nigeria",Unknown
Sili Center Primary School,AD,Primary,Public,,,9.766384,11.889447,ADSGUY04,"Sili Center Primary School, AD State, Nigeria",Unknown
Kowagol Primary School,AD,Primary,Public,,,9.971086,13.118837,ADSMAH08,"Kowagol Primary School, AD State, Nigeria",Open
Amdur Government Junior Secondary School,AD,Secondary,Public,,,10.079789,12.546004,ADSGMB03,"Amdur Government Junior Secondary School, AD State, Nigeria",Unknown
Gunda Primary School,AD,Primary,Public,,,9.823257,11.920295,ADSGUY09,"Gunda Primary School, AD State, Nigeria",Open
Government Day Secondary School Mayo Farang,AD,Secondary,Public,,,8.95136,12.062437,ADSMWA07,"Government Day Secondary School Mayo Farang, AD State, Nigeria",Unknown
Wokji Primary School,AD,Primary,Public,,,8.307353,12.076559,ADSGAN02,"Wokji Primary School, AD State, Nigeria",Open
Wafango Ribadu Primary School,AD,Primary,Public,,,9.267833,12.682233,ADSFUR08,"Wafango Ribadu Primary School, AD State, Nigeria",Unknown
Doubele Primary School,AD,Primary,Public,,,9.22358,12.021409,ADSMWA04,"Doubele Primary School, AD State, Nigeria",Unknown
Nassarawo Neddere Primary School,AD,Primary,Public,,,10.143179,13.096921,ADSHNG07,"Nassarawo Neddere Primary School, AD State, Nigeria",Unknown
Ndiyamjumtobe Primary School,AD,Primary,Public,,,9.120254,12.138079,ADSMWA09,"Ndiyamjumtobe Primary School, AD State, Nigeria",Open
Kanjara Primary School,AD,Primary,Public,,,10.160006,12.543826,ADSGMB03,"Kanjara Primary School, AD State, Nigeria",Open
Jumbul Primary School Shelleng,AD,Primary,Public,,,9.877553,12.022605,ADSSHG05,"Jumbul Primary School Shelleng, AD State, Nigeria",Unknown
Kpenti Primary School,AD,Primary,Public,,,9.570946,11.88418,ADSLMR02,"Kpenti Primary School, AD State, Nigeria",Unknown
Government Christian Secondary School Shuwa Junior,AD,Secondary,Public,,,10.735045,13.407599,ADSMDG02,"Government Christian Secondary School Shuwa Junior, AD State, Nigeria",Unknown
Yeliso Primary School,AD,Primary,Public,,,8.23508,12.124293,ADSTNG10,"Yeliso Primary School, AD State, Nigeria",Open
Government Junior Secondary School and Primary Mbamgan Tiren,AD,Mixed,Public,,,8.732974,12.066435,ADSJAD09,"Government Junior Secondary School and Primary Mbamgan Tiren, AD State, Nigeria",Unknown
Government Day Secondary School Jera Bakari,AD,Secondary,Public,,,9.490732,12.450825,ADSGRE06,"Government Day Secondary School Jera Bakari, AD State, Nigeria",Unknown
Government Junior Day Secondary School,AD,Secondary,Public,,,10.555692,13.389878,ADSMCH14,"Government Junior Day Secondary School, AD State, Nigeria",Unknown
Cesdawol Nursery and Primary,AD,Primary,Public,,,10.6324,13.3858,ADSMCH07,"Cesdawol Nursery and Primary, AD State, Nigeria",Unknown
Primary School Gelode,AD,Primary,Public,,,9.64409,12.03054,ADSSHG07,"Primary School Gelode, AD State, Nigeria",Unknown
Kwadango Primary School,AD,Primary,Public,,,9.63117,12.470903,ADSSNG09,"Kwadango Primary School, AD State, Nigeria",Open
Pariya Primary and Goverment Day Secondary School Pariya,AD,Mixed,Public,,,9.3803384,12.7000686,ADSFUR07,"Pariya Primary and Goverment Day Secondary School Pariya, AD State, Nigeria",Unknown
Tsiboung Primary School,AD,Primary,Public,,,9.7046335,11.924348,ADSGUY08,"Tsiboung Primary School, AD State, Nigeria",Unknown
Sina Kwande Primary School,AD,Primary,Public,,,10.58665,13.51777,ADSMCH11,"Sina Kwande Primary School, AD State, Nigeria",Open
Jamali Primary School,AD,Primary,Public,,,9.859786,12.079707,ADSSHG05,"Jamali Primary School, AD State, Nigeria",Open
Gabun Junior Secondary School,AD,Secondary,Public,,,10.186467,12.375085,ADSGMB04,"Gabun Junior Secondary School, AD State, Nigeria",Unknown
Wure Ishaku Primary School,AD,Primary,Public,,,9.229396,12.231735,ADSFUR06,"Wure Ishaku Primary School, AD State, Nigeria",Unknown
Chakawa Primary School,AD,Primary,Public,,,10.940333,13.594083,ADSMDG09,"Chakawa Primary School, AD State, Nigeria",Open
Normadic Primary School Jauro Jalo,AD,Primary,Public,,,10.0193691,11.8580016,ADSGUY02,"Normadic Primary School Jauro Jalo, AD State, Nigeria",Unknown
Junior Secondary School Chikila,AD,Secondary,Public,,,9.784761,11.909584,ADSGUY04,"Junior Secondary School Chikila, AD State, Nigeria",Unknown
Karazah Dundung Primary School Karazah,AD,Primary,Public,,,10.430539,13.460923,ADSMCH16,"Karazah Dundung Primary School Karazah, AD State, Nigeria",Unknown
Mininga Primary School,AD,Primary,Public,,,9.193016,12.87465,ADSFUR04,"Mininga Primary School, AD State, Nigeria",Unknown
Command Children School Yola,AD,Primary,Public,,,9.2659192,12.466337,ADSYLN04,"Command Children School Yola, AD State, Nigeria",Unknown
Jangpan Primary School,AD,Primary,Public,,,8.378808,11.860895,ADSGAN05,"Jangpan Primary School, AD State, Nigeria",Open
Tapare Primary School,AD,Primary,Public,,,8.440573,12.072014,ADSGAN04,"Tapare Primary School, AD State, Nigeria",Open
Ruwan Zafi Primary School,AD,Primary,Public,,,9.480619,11.517478,ADSLMR09,"Ruwan Zafi Primary School, AD State, Nigeria",Open
Mubi II Junior Secondary School,AD,Secondary,Public,,,10.262479,13.258797,ADSGYL06,"Mubi II Junior Secondary School, AD State, Nigeria",Unknown
Wakara Primary School,AD,Primary,Public,,,10.837654,13.517897,ADSMDG08,"Wakara Primary School, AD State, Nigeria",Unknown
Ardo Primary and Secondary School,AD,Mixed,Public,,,10.1463184,13.0745354,ADSHNG07,"Ardo Primary and Secondary School, AD State, Nigeria",Unknown
Government Junior Secondary School Ganglamja,AD,Secondary,Public,,,8.844287,11.95421,ADSMWA06,"Government Junior Secondary School Ganglamja, AD State, Nigeria",Open
Government Junior Secondary School Kilar,AD,Secondary,Public,,,10.0544464,12.3604661,ADSGMB01,"Government Junior Secondary School Kilar, AD State, Nigeria",Open
Primary School Dlime,AD,Primary,Public,,,10.57976,13.40707,ADSMCH09,"Primary School Dlime, AD State, Nigeria",Unknown
Wuro Mallam Primary School,AD,Primary,Public,,,9.904064,13.222765,ADSMAH08,"Wuro Mallam Primary School, AD State, Nigeria",Unknown
Tunga Waja Primary School Lacan,AD,Primary,Public,,,9.53477,11.66035,ADSLMR10,"Tunga Waja Primary School Lacan, AD State, Nigeria",Unknown
Government Junior Secondary School Tugga,AD,Secondary,Public,,,9.161682,12.010013,ADSMWA04,"Government Junior Secondary School Tugga, AD State, Nigeria",Open
Kamnda Nursery School,AD,Primary,Public,,,10.415201,13.306603,ADSMUB08,"Kamnda Nursery School, AD State, Nigeria",Unknown
Atiku Abubakar Primary School,AD,Primary,Public,,,8.497625,12.096882,ADSJAD10,"Atiku Abubakar Primary School, AD State, Nigeria",Unknown
Gpmbi Islamiya,AD,Primary,Public,,,10.155948,12.74377,ADSGMB07,"Gpmbi Islamiya, AD State, Nigeria",Unknown
Primary School,AD,Primary,Public,,,9.177184,11.727678,ADSMWA05,"Primary School, AD State, Nigeria",Open
Kalaa Junior Secondary School,AD,Secondary,Public,,,10.249095,13.02979,ADSHNG01,"Kalaa Junior Secondary School, AD State, Nigeria",Unknown
Kwale Primary School,AD,Primary,Public,,,9.485795,12.125884,ADSDSA06,"Kwale Primary School, AD State, Nigeria",Open
Wagure Primary School,AD,Primary,Public,,,9.112153,11.769621,ADSMWA05,"Wagure Primary School, AD State, Nigeria",Open
Yelwa Yola Primary School,AD,Primary,Public,,,9.210324,12.489521,ADSYLA04,"Yelwa Yola Primary School, AD State, Nigeria",Unknown
Kinga Primary School,AD,Primary,Public,,,10.091168,13.301906,ADSGYL05,"Kinga Primary School, AD State, Nigeria",Unknown
Bajabu Primary,AD,Primary,Public,,,8.667229,12.317797,ADSJAD11,"Bajabu Primary, AD State, Nigeria",Unknown
Bandawa Primary School,AD,Primary,Public,,,9.4541,11.616547,ADSLMR10,"Bandawa Primary School, AD State, Nigeria",Open
Lea Primary School,AD,Primary,Public,,,10.114883,13.215608,ADSMAH07,"Lea Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Chukkol,AD,Secondary,Public,,,8.996562,11.956883,ADSMWA12,"Government Junior Secondary School Chukkol, AD State, Nigeria",Unknown
Ngorore Yebbi Primary School,AD,Primary,Public,,,8.574525,11.956454,ADSGAN10,"Ngorore Yebbi Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Ribadu,AD,Secondary,Public,,,9.29499,12.71317,ADSFUR08,"Government Junior Secondary School Ribadu, AD State, Nigeria",Open
Bokka Primary School Michika,AD,Primary,Public,,,10.523331,13.424326,ADSMCH14,"Bokka Primary School Michika, AD State, Nigeria",Unknown
Matsimin Nomadic Primary School,AD,Primary,Public,,,10.095961,13.119189,ADSMAH05,"Matsimin Nomadic Primary School, AD State, Nigeria",Open
Government Junior Secondary School Koh,AD,Secondary,Public,,,9.460059,12.361693,ADSGRE03,"Government Junior Secondary School Koh, AD State, Nigeria",Open
Billi Zah Primary School Billi,AD,Primary,Public,,,10.476384,13.496925,ADSMCH16,"Billi Zah Primary School Billi, AD State, Nigeria",Unknown
Sangere Primary School,AD,Primary,Public,,,9.347255,12.513564,ADSGRE04,"Sangere Primary School, AD State, Nigeria",Open
Government Junior Secondary School Rumde,AD,Secondary,Public,,,9.285883,12.454031,ADSYLN10,"Government Junior Secondary School Rumde, AD State, Nigeria",Unknown
Bachure Junior Secondary School,AD,Secondary,Public,,,9.248114,12.42625,ADSYLN06,"Bachure Junior Secondary School, AD State, Nigeria",Unknown
Government Junior Secondary School Gantum Wuro,AD,Secondary,Public,,,8.362311,12.146915,ADSGAN08,"Government Junior Secondary School Gantum Wuro, AD State, Nigeria",Unknown
Sebore Guga Primary School,AD,Primary,Public,,,8.91006,12.112459,ADSMWA07,"Sebore Guga Primary School, AD State, Nigeria",Open
Boga Primary School,AD,Primary,Public,,,10.132543,12.397167,ADSGMB01,"Boga Primary School, AD State, Nigeria",Open
Model Secondary School,AD,Secondary,Public,,,9.253263,12.470201,ADSYLN04,"Model Secondary School, AD State, Nigeria",Unknown
Lobati Primary School,AD,Primary,Public,,,9.597545,11.492612,ADSLMR09,"Lobati Primary School, AD State, Nigeria",Unknown
Duwala Central Primary School,AD,Primary,Public,,,10.717681,13.391073,ADSMDG05,"Duwala Central Primary School, AD State, Nigeria",Unknown
Baiel Nomadic School,AD,Primary,Public,,,9.568984,12.348374,ADSSNG09,"Baiel Nomadic School, AD State, Nigeria",Unknown
Government Day Secondary School Gorobi,AD,Secondary,Public,,,9.080464,11.782015,ADSMWA01,"Government Day Secondary School Gorobi, AD State, Nigeria",Unknown
Dissol Primary School,AD,Primary,Public,,,8.327621,12.055251,ADSGAN02,"Dissol Primary School, AD State, Nigeria",Open
Lokuwa I Girls Primary School,AD,Primary,Public,,,10.271588,13.284709,ADSMUB05,"Lokuwa I Girls Primary School, AD State, Nigeria",Unknown
Wamsa Primary School,AD,Primary,Public,,,9.528427,11.589246,ADSLMR09,"Wamsa Primary School, AD State, Nigeria",Open
Tingno II Nursery and Primary School,AD,Primary,Public,,,9.553251,11.700063,ADSLMR10,"Tingno II Nursery and Primary School, AD State, Nigeria",Unknown
Guyuk Central Primary School,AD,Primary,Public,,,9.906129,11.928214,ADSGUY07,"Guyuk Central Primary School, AD State, Nigeria",Unknown
TC Demonstration Primary School,AD,Primary,Public,,,9.193215,12.486778,ADSYLA03,"TC Demonstration Primary School, AD State, Nigeria",Unknown
Government Secondary School Guyaku,AD,Secondary,Public,,,10.328397,12.674729,ADSGMB08,"Government Secondary School Guyaku, AD State, Nigeria",Unknown
Jabbi Primary School,AD,Primary,Public,,,9.698191,12.137157,ADSSHG08,"Jabbi Primary School, AD State, Nigeria",Open
Government Junior Secondary School,AD,Secondary,Public,,,10.275688,13.252464,ADSMUB11,"Government Junior Secondary School, AD State, Nigeria",Open
Jaggu Primary School,AD,Primary,Public,,,8.492233,12.19078,ADSGAN06,"Jaggu Primary School, AD State, Nigeria",Open
Government Junior Secondary School Bakum,AD,Secondary,Public,,,9.147521,11.742484,ADSMWA05,"Government Junior Secondary School Bakum, AD State, Nigeria",Unknown
Ladi Atiku Girl Primary School,AD,Primary,Public,,,9.26807,12.460227,ADSYLN01,"Ladi Atiku Girl Primary School, AD State, Nigeria",Unknown
Mitil Daji Primary,AD,Primary,Public,,,10.095961,12.955627,ADSHNG02,"Mitil Daji Primary, AD State, Nigeria",Unknown
Pare Girls Primary School,AD,Primary,Public,,,9.461296,12.021471,ADSNUM07,"Pare Girls Primary School, AD State, Nigeria",Open
Paja Primary School,AD,Primary,Public,,,9.042917,12.701483,ADSFUR01,"Paja Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Ngballang,AD,Secondary,Public,,,9.520393,12.01551,ADSNUM04,"Government Junior Secondary School Ngballang, AD State, Nigeria",Unknown
Wagga Mallum Primary School,AD,Primary,Public,,,10.897836,13.64512,ADSMDG09,"Wagga Mallum Primary School, AD State, Nigeria",Open
Balla Primary School,AD,Primary,Public,,,9.5892,12.335482,ADSSNG09,"Balla Primary School, AD State, Nigeria",Open
Baawo Primary School,AD,Primary,Public,,,9.975298,12.638457,ADSSNG06,"Baawo Primary School, AD State, Nigeria",Open
Gogra Islamiya School,AD,Other,Public,,,9.39053,12.4394,ADSGRE01,"Gogra Islamiya School, AD State, Nigeria",Unknown
Sandoka Primary School,AD,Primary,Public,,,8.628484,12.158647,ADSGAN01,"Sandoka Primary School, AD State, Nigeria",Open
Kanisue Nomadic Primary School,AD,Primary,Public,,,8.451339,12.035639,ADSGAN07,"Kanisue Nomadic Primary School, AD State, Nigeria",Open
Labando Primary School,AD,Primary,Public,,,9.369284,12.403918,ADSGRE01,"Labando Primary School, AD State, Nigeria",Unknown
Mbishim Primary School,AD,Primary,Public,,,10.213282,12.345309,ADSGMB04,"Mbishim Primary School, AD State, Nigeria",Open
Milduva Pura Primary School Milduva Pura,AD,Primary,Public,,,10.83612,13.55698,ADSMDG08,"Milduva Pura Primary School Milduva Pura, AD State, Nigeria",Unknown
Pare Government Day Junior Secondary School,AD,Secondary,Public,,,9.462102,12.020586,ADSNUM07,"Pare Government Day Junior Secondary School, AD State, Nigeria",Unknown
Government Junior Secondary School Camgo,AD,Secondary,Public,,,10.406399,13.169333,ADSHNG05,"Government Junior Secondary School Camgo, AD State, Nigeria",Unknown
Goye Kasa Primary School,AD,Primary,Public,,,9.539749,11.63093,ADSLMR09,"Goye Kasa Primary School, AD State, Nigeria",Unknown
Kwana Primary School,AD,Primary,Public,,,9.36963,11.932514,ADSDSA05,"Kwana Primary School, AD State, Nigeria",Unknown
Dangsa Nomadic School,AD,Primary,Public,,,8.932484,11.881263,ADSMWA06,"Dangsa Nomadic School, AD State, Nigeria",Unknown
Hodikake Primary School Hodikake,AD,Primary,Public,,,9.44666,11.64248,ADSNUM03,"Hodikake Primary School Hodikake, AD State, Nigeria",Unknown
Jirlayel Nomadic Primary School,AD,Primary,Public,,,9.419514,12.373234,ADSGRE03,"Jirlayel Nomadic Primary School, AD State, Nigeria",Unknown
Sarkin Y Primary School,AD,Primary,Public,,,8.752374,12.17988,ADSJAD03,"Sarkin Y Primary School, AD State, Nigeria",Unknown
Bakopi Primary School,AD,Primary,Public,,,9.571465,12.254992,ADSSNG09,"Bakopi Primary School, AD State, Nigeria",Open
Lappau Nyagan Primary School,AD,Primary,Public,,,8.552952,12.410466,ADSJAD11,"Lappau Nyagan Primary School, AD State, Nigeria",Unknown
Jauro Saleh Primary School,AD,Primary,Public,,,9.5112164,12.5125601,ADSGRE06,"Jauro Saleh Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Zekun,AD,Secondary,Public,,,9.51935,11.897822,ADSLMR07,"Government Junior Secondary School Zekun, AD State, Nigeria",Unknown
Gerio Nursery,AD,Primary,Public,,,9.2913512,12.4301699,ADSYLN05,"Gerio Nursery, AD State, Nigeria",Unknown
Yang Primary School,AD,Primary,Public,,,10.091295,12.215464,ADSGMB10,"Yang Primary School, AD State, Nigeria",Open
Gundili Primary School,AD,Primary,Public,,,9.568221,11.711016,ADSLMR06,"Gundili Primary School, AD State, Nigeria",Unknown
Worogas B Primary School,AD,Primary,Public,,,10.69614,13.512243,ADSMDG07,"Worogas B Primary School, AD State, Nigeria",Unknown
Kwampani Primary School,AD,Primary,Public,,,9.770845,11.970824,ADSGUY01,"Kwampani Primary School, AD State, Nigeria",Unknown
Army Children Primary School,AD,Primary,Public,,,10.268815,13.250781,ADSGYL06,"Army Children Primary School, AD State, Nigeria",Open
Wuro Jam Normadic Primary School,AD,Primary,Public,,,8.738266,11.962199,ADSMWA03,"Wuro Jam Normadic Primary School, AD State, Nigeria",Unknown
Kamarsa Primary School,AD,Primary,Public,,,9.495397,12.797757,ADSFUR10,"Kamarsa Primary School, AD State, Nigeria",Open
Bidda Primary School,AD,Primary,Public,,,9.222374,11.945895,ADSMWA04,"Bidda Primary School, AD State, Nigeria",Open
Gatenen Primary School,AD,Primary,Public,,,8.431264,11.918723,ADSGAN05,"Gatenen Primary School, AD State, Nigeria",Open
Gamadio Government Day Secondary School,AD,Secondary,Public,,,9.466959,11.675492,ADSNUM03,"Gamadio Government Day Secondary School, AD State, Nigeria",Unknown
Monduva Primary School,AD,Primary,Public,,,10.217869,13.324172,ADSGYL04,"Monduva Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Salti,AD,Secondary,Public,,,9.45158,11.753728,ADSNUM10,"Government Junior Secondary School Salti, AD State, Nigeria",Open
Wuyaku Central Primary School,AD,Primary,Public,,,10.432023,12.571648,ADSGMB05,"Wuyaku Central Primary School, AD State, Nigeria",Unknown
Junior Day Secondary School Murke,AD,Secondary,Public,,,9.653411,12.558823,ADSSNG08,"Junior Day Secondary School Murke, AD State, Nigeria",Unknown
Dadin Kiwa Primary School,AD,Primary,Public,,,9.776512,12.513087,ADSSNG02,"Dadin Kiwa Primary School, AD State, Nigeria",Unknown
Muchalla Government Junior Secondary School,AD,Secondary,Public,,,10.123757,12.708546,ADSGMB09,"Muchalla Government Junior Secondary School, AD State, Nigeria",Unknown
Gaya Dagu Primary School,AD,Primary,Public,,,10.391599,12.976257,ADSHNG04,"Gaya Dagu Primary School, AD State, Nigeria",Open
Government Day Secondary School Kpasham,AD,Secondary,Public,,,9.297532,11.762339,ADSDSA08,"Government Day Secondary School Kpasham, AD State, Nigeria",Unknown
Pallam Primary School,AD,Primary,Public,,,10.734552,13.4895,ADSMDG07,"Pallam Primary School, AD State, Nigeria",Unknown
Dingam Primary School,AD,Primary,Public,,,8.448302,11.955096,ADSGAN05,"Dingam Primary School, AD State, Nigeria",Open
Nyaburang Primary School,AD,Primary,Public,,,9.074853,11.9110892,ADSMWA04,"Nyaburang Primary School, AD State, Nigeria",Unknown
Farabaune Primary School,AD,Primary,Public,,,9.355838,11.896889,ADSDSA05,"Farabaune Primary School, AD State, Nigeria",Unknown
Lugga Normadic Primary School,AD,Primary,Public,,,9.34289,12.349573,ADSYLA08,"Lugga Normadic Primary School, AD State, Nigeria",Unknown
Yolde Primary School,AD,Primary,Public,,,9.208567,12.439881,ADSYLA03,"Yolde Primary School, AD State, Nigeria",Unknown
Viniklsmg Primary and Secondary School,AD,Mixed,Public,,,9.30066,12.483963,ADSGRE08,"Viniklsmg Primary and Secondary School, AD State, Nigeria",Unknown
Gon Primary School,AD,Primary,Public,,,9.363727,11.601369,ADSNUM02,"Gon Primary School, AD State, Nigeria",Open
Gun Primary School,AD,Primary,Public,,,7.767332,11.655405,ADSTNG03,"Gun Primary School, AD State, Nigeria",Unknown
Junior Secondary School Koh,AD,Secondary,Public,,,9.456468,12.354881,ADSGRE03,"Junior Secondary School Koh, AD State, Nigeria",Unknown
Guw Hildi Primary School,AD,Primary,Public,,,10.396223,13.171151,ADSHNG05,"Guw Hildi Primary School, AD State, Nigeria",Open
Best Centre Government Junior Secondary School,AD,Secondary,Public,,,9.189899,12.487793,ADSYLA03,"Best Centre Government Junior Secondary School, AD State, Nigeria",Unknown
Bissa Primary,AD,Primary,Public,,,8.98203,11.850396,ADSMWA06,"Bissa Primary, AD State, Nigeria",Unknown
Kojoli Primary and Junior Secondary School,AD,Mixed,Public,,,8.573464,12.382476,ADSJAD11,"Kojoli Primary and Junior Secondary School, AD State, Nigeria",Unknown
Model Primary School,AD,Primary,Public,,,9.830927,12.622606,ADSSNG07,"Model Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Gombi Central,AD,Secondary,Public,,,10.160872,12.736414,ADSGMB07,"Government Junior Secondary School Gombi Central, AD State, Nigeria",Unknown
Karewa Primary School,AD,Primary,Public,,,9.413406,12.497735,ADSGRE04,"Karewa Primary School, AD State, Nigeria",Open
Babirwo Primary School,AD,Primary,Public,,,9.408557,12.787509,ADSFUR07,"Babirwo Primary School, AD State, Nigeria",Open
Central Primary School Gurin,AD,Primary,Public,,,9.110432,12.887526,ADSFUR04,"Central Primary School Gurin, AD State, Nigeria",Open
Government Junior Secondary School Nguron Yebbi,AD,Secondary,Public,,,8.574257,11.956295,ADSGAN10,"Government Junior Secondary School Nguron Yebbi, AD State, Nigeria",Unknown
Gongoshi I Primary School,AD,Primary,Public,,,9.290811,12.133094,ADSYLA11,"Gongoshi I Primary School, AD State, Nigeria",Open
Demo Shuwa Primary School,AD,Primary,Public,,,10.733692,13.405243,ADSMDG02,"Demo Shuwa Primary School, AD State, Nigeria",Unknown
Mumbake Primary School,AD,Primary,Public,,,9.043751,11.935394,ADSMWA12,"Mumbake Primary School, AD State, Nigeria",Open
Tagomxali Primary School,AD,Primary,Public,,,9.289985,11.824796,ADSDSA08,"Tagomxali Primary School, AD State, Nigeria",Unknown
Faluwa Primary School,AD,Primary,Public,,,10.595539,13.332981,ADSMCH04,"Faluwa Primary School, AD State, Nigeria",Unknown
Pargada Primary School,AD,Primary,Public,,,10.398182,13.177634,ADSHNG05,"Pargada Primary School, AD State, Nigeria",Unknown
Bajama Primary School,AD,Primary,Public,,,9.020864,11.897092,ADSMWA01,"Bajama Primary School, AD State, Nigeria",Open
Tungan Noma Primary School Tungan Noma,AD,Primary,Public,,,9.38821,12.82028,ADSFUR10,"Tungan Noma Primary School Tungan Noma, AD State, Nigeria",Unknown
Government Junior Secondary School Jabbi Lamba,AD,Secondary,Public,,,9.501919,12.575053,ADSGRE10,"Government Junior Secondary School Jabbi Lamba, AD State, Nigeria",Open
Primary School Himkeydon,AD,Primary,Public,,,10.5731,13.47777,ADSMCH02,"Primary School Himkeydon, AD State, Nigeria",Unknown
Upper Benue Staff Secondary School,AD,Secondary,Public,,,9.200457,12.512644,ADSYLA01,"Upper Benue Staff Secondary School, AD State, Nigeria",Unknown
Dafra Primary School,AD,Primary,Public,,,10.046652,13.077637,ADSMAH05,"Dafra Primary School, AD State, Nigeria",Open
Karllahi Primary School,AD,Primary,Public,,,9.83881,12.998426,ADSSNG11,"Karllahi Primary School, AD State, Nigeria",Unknown
Government Day Secondary School Dubwange,AD,Secondary,Public,,,9.567457,11.869654,ADSLMR01,"Government Day Secondary School Dubwange, AD State, Nigeria",Unknown
Jamkaram Primary School,AD,Primary,Public,,,10.022173,11.886421,ADSGUY02,"Jamkaram Primary School, AD State, Nigeria",Unknown
Mbumara Primary School,AD,Primary,Public,,,9.513551,12.247356,ADSDSA02,"Mbumara Primary School, AD State, Nigeria",Open
Tabzia Primary School,AD,Primary,Public,,,10.234246,13.315152,ADSGYL04,"Tabzia Primary School, AD State, Nigeria",Unknown
Sama Primary School,AD,Primary,Public,,,10.183232,12.330383,ADSGMB01,"Sama Primary School, AD State, Nigeria",Open
Vokkuna Primary School,AD,Primary,Public,,,10.131102,13.169282,ADSMAH02,"Vokkuna Primary School, AD State, Nigeria",Unknown
Dugum Primary School Dugum,AD,Primary,Public,,,10.73663,13.57121,ADSMDG08,"Dugum Primary School Dugum, AD State, Nigeria",Unknown
Hirnage Primary School,AD,Primary,Public,,,9.111708,12.876153,ADSFUR04,"Hirnage Primary School, AD State, Nigeria",Unknown
Girji Primary School,AD,Primary,Public,,,10.187733,13.260648,ADSGYL07,"Girji Primary School, AD State, Nigeria",Open
Wuitire Primary School,AD,Primary,Public,,,8.852171,12.400613,ADSFUR11,"Wuitire Primary School, AD State, Nigeria",Open
Government Day Secondary School Duwo,AD,Secondary,Public,,,9.709167,11.874923,ADSGUY06,"Government Day Secondary School Duwo, AD State, Nigeria",Open
Kaban Primary School,AD,Primary,Public,,,10.260935,13.255811,ADSGYL06,"Kaban Primary School, AD State, Nigeria",Unknown
S and Sokoro Primary School Jimbo Sokoro,AD,Primary,Public,,,9.705203,12.382501,ADSSNG09,"S and Sokoro Primary School Jimbo Sokoro, AD State, Nigeria",Unknown
Kelele Secondary and Primary Schools,AD,Primary,Public,,,9.8209097,12.6298174,ADSSNG07,"Kelele Secondary and Primary Schools, AD State, Nigeria",Unknown
Federal Polytechnic Mubi,AD,Tertiary,Public,,,10.28062,13.28705,ADSMUB05,"Federal Polytechnic Mubi, AD State, Nigeria",Unknown
Dasu Primary School,AD,Primary,Public,,,8.032951,11.74582,ADSTNG02,"Dasu Primary School, AD State, Nigeria",Unknown
Shafaron Primary School,AD,Primary,Public,,,9.457148,11.923608,ADSNUM05,"Shafaron Primary School, AD State, Nigeria",Unknown
Kiri Primary School,AD,Primary,Public,,,8.147558,11.951373,ADSTNG04,"Kiri Primary School, AD State, Nigeria",Open
